,Date,Kangwon_sales,Kangwon_sales_prices,Kyonggi_sales,Kyonggi_sales_prices,Kyongsang_sales,Kyongsang_sales_prices,Seoul_sales,Seoul_sales_prices,Jeonla_sales,Jeonla_sales_prices,Chungcheong_sales,Chuncheong_sales_prices
216,8/5/2015,26,"1,319,400",106,"6,940,800",63,"3,093,600",23,"1,106,200",31,"1,475,300",34,"1,754,900"
217,8/6/2015,23,"1,454,000",83,"4,491,400",62,"3,088,000",29,"1,519,500",19,"840,200",18,"1,179,800"
218,8/7/2015,25,"1,410,000",84,"6,033,400",68,"2,880,700",18,"1,142,700",15,"519,700",24,"1,283,400"
219,8/8/2015,14,"995,500",66,"3,320,200",85,"4,153,300",57,"2,534,100",22,"961,700",48,"1,602,300"
220,8/9/2015,3,"328,500",72,"3,996,300",48,"1,911,100",31,"1,517,900",20,"1,214,100",15,"674,100"
221,8/10/2015,23,"1,322,800",80,"4,395,300",76,"3,794,600",13,"869,900",28,"1,756,900",23,"1,464,000"
222,8/11/2015,13,"918,400",79,"5,057,100",51,"2,336,000",13,"1,697,100",30,"1,511,500",34,"1,678,400"
223,8/12/2015,20,"1,512,200",93,"3,315,600",61,"2,702,800",109,"3,332,900",22,"1,091,700",26,"1,627,700"
224,8/13/2015,27,"2,028,500",99,"6,141,400",69,"4,425,800",42,"1,232,700",30,"2,037,200",15,"1,222,000"
225,8/14/2015,3,"278,500",135,"7,002,700",85,"4,279,900",77,"3,504,500",17,"790,100",47,"3,255,200"
226,8/15/2015,8,"565,400",90,"5,179,400",67,"3,599,100",40,"1,878,200",12,"652,700",14,"866,800"
227,8/16/2015,5,"436,300",66,"3,751,300",33,"1,290,700",22,"987,900",26,"1,625,700",21,"1,139,300"
228,8/17/2015,19,"1,344,400",109,"6,659,600",33,"1,621,300",33,"1,797,200",26,"1,937,900",25,"1,573,000"
229,8/18/2015,21,"1,960,000",108,"9,681,700",68,"3,495,700",25,"1,608,400",32,"1,970,300",52,"6,256,000"
230,8/19/2015,26,"4,778,100",111,"6,350,500",46,"6,421,300",45,"1,907,700",21,"1,334,900",28,"1,506,500"
231,8/20/2015,18,"2,449,200",155,"10,084,100",72,"3,845,400",189,"12,488,300",24,"1,747,100",43,"2,236,100"
232,8/21/2015,20,"5,225,800",108,"7,186,300",77,"4,820,400",35,"1,640,300",14,"881,800",31,"1,816,800"
233,8/22/2015,13,"4,714,400",134,"15,212,100",35,"1,926,900",52,"3,195,200",25,"1,552,600",30,"3,525,200"
234,8/23/2015,5,"495,900",99,"6,983,600",27,"1,646,900",22,"1,035,400",15,"1,266,200",19,"1,020,500"
235,8/24/2015,25,"2,142,700",101,"6,655,200",37,"2,091,500",26,"1,843,600",14,"863,000",30,"2,003,900"
236,8/25/2015,12,"1,233,800",80,"8,104,700",39,"2,343,700",45,"2,423,200",40,"2,233,000",34,"2,461,400"
237,8/26/2015,22,"6,120,700",103,"11,079,700",47,"2,885,800",7,"525,500",34,"1,827,400",25,"4,800,600"
238,8/27/2015,21,"1,484,700",86,"6,863,500",60,"5,047,400",29,"1,941,800",33,"2,141,000",23,"5,030,600"
239,8/28/2015,21,"1,686,800",83,"5,772,200",49,"3,885,600",25,"2,195,400",14,"750,900",53,"2,896,000"
240,8/29/2015,20,"1,053,300",116,"7,182,000",98,"6,004,300",16,"912,100",23,"1,601,300",22,"2,074,100"
241,8/30/2015,0,0,58,"4,927,000",42,"2,502,500",6,"559,500",18,"999,900",24,"3,461,100"
242,8/31/2015,33,"2,208,800",106,"10,067,900",49,"2,934,000",137,"4,456,600",30,"1,857,900",27,"2,191,200"
243,9/1/2015,13,"738,800",111,"11,150,600",38,"2,687,800",32,"1,920,400",27,"1,987,800",27,"3,757,400"
244,9/2/2015,22,"2,357,600",87,"7,092,200",49,"3,223,400",25,"1,678,000",7,"608,000",24,"1,271,300"
245,9/3/2015,27,"4,000,700",99,"12,205,600",50,"2,139,400",46,"5,150,700",21,"1,687,200",26,"3,686,200"
246,9/4/2015,16,"1,419,800",135,"7,575,100",48,"2,771,400",29,"2,688,600",13,"925,100",28,"1,928,300"
247,9/5/2015,15,"967,100",62,"9,098,300",56,"4,061,300",121,"5,597,200",10,"1,126,900",33,"1,774,700"
248,9/6/2015,21,"1,134,600",86,"8,037,800",59,"3,533,100",36,"3,203,600",16,"988,000",11,"559,200"
249,9/7/2015,17,"1,639,400",55,"3,795,600",24,"1,358,400",58,"5,663,600",10,"560,800",23,"1,785,000"
250,9/8/2015,27,"2,693,700",91,"7,389,700",66,"1,973,300",53,"4,687,600",13,"1,148,100",18,"1,587,600"
251,9/9/2015,21,"2,269,000",108,"8,766,700",74,"6,246,300",29,"2,485,800",16,"865,400",23,"1,484,600"
252,9/10/2015,24,"1,712,300",90,"6,467,100",37,"2,988,700",193,"12,631,790",16,"1,084,300",6,"751,400"
253,9/11/2015,16,"1,361,800",91,"8,130,300",50,"5,915,000",92,"3,077,100",13,"938,400",28,"1,530,500"
254,9/12/2015,25,"1,689,600",89,"8,776,600",32,"1,979,700",58,"4,028,400",21,"1,336,300",19,"1,118,900"
255,9/13/2015,12,"781,900",89,"9,690,700",39,"3,386,600",23,"1,585,700",22,"1,483,900",12,"582,800"
256,9/14/2015,31,"3,204,246",57,"6,363,800",30,"1,942,400",13,"670,500",14,"1,094,200",22,"1,604,100"
257,9/15/2015,28,"1,909,600",79,"9,828,500",55,"5,047,500",56,"3,316,200",47,"3,337,700",27,"2,140,900"
258,9/16/2015,32,"2,389,100",65,"6,678,900",88,"6,898,700",47,"2,568,500",15,"1,112,200",20,"1,635,700"
259,9/17/2015,22,"1,928,264",103,"7,084,200",71,"5,197,300",27,"1,813,300",19,"2,188,800",11,"730,600"
260,9/18/2015,23,"4,206,200",97,"8,158,900",73,"4,732,400",26,"1,717,900",24,"1,870,700",37,"2,730,800"
261,9/19/2015,49,"4,467,200",107,"8,360,900",79,"6,275,600",55,"4,313,800",23,"1,684,200",32,"2,517,800"
262,9/20/2015,10,"978,200",82,"11,993,200",45,"3,116,400",58,"3,756,500",35,"2,521,600",14,"922,500"
263,9/21/2015,32,"3,161,300",66,"7,639,100",38,"2,398,600",25,"1,514,600",22,"1,342,400",12,"1,459,200"
264,9/22/2015,28,"2,766,900",105,"9,356,300",46,"3,406,300",33,"2,599,900",31,"1,685,800",16,"1,142,500"
265,9/23/2015,29,"2,251,100",75,"4,635,000",44,"3,520,300",78,"3,689,300",17,"1,398,500",21,"1,220,200"
266,9/24/2015,24,"1,980,700",77,"9,229,500",33,"2,811,300",98,"4,454,930",36,"2,645,400",24,"1,677,200"
267,9/25/2015,20,"1,892,000",58,"5,201,400",28,"2,355,800",62,"2,287,100",17,"1,252,800",20,"3,470,100"
268,9/26/2015,25,"3,014,400",35,"2,827,400",13,"988,100",47,"2,856,300",11,"595,300",14,"492,600"
269,9/27/2015,0,0,0,0,0,0,1,"249,000",9,"821,800",8,"280,800"
270,9/28/2015,6,"1,145,600",59,"4,693,700",39,"3,531,600",28,"2,263,200",6,"646,000",2,"78,000"
271,9/29/2015,31,"2,744,600",72,"5,825,100",39,"2,842,600",24,"2,676,000",33,"4,104,300",28,"2,035,800"
272,9/30/2015,28,"2,626,300",112,"9,100,600",40,"3,659,700",37,"3,087,800",49,"2,989,900",30,"2,687,700"
273,10/1/2015,22,"2,676,700",80,"7,068,100",41,"5,574,200",38,"2,833,800",43,"3,435,600",27,"2,614,600"
274,10/2/2015,38,"3,627,900",110,"11,826,400",62,"5,764,700",35,"2,734,100",40,"2,913,200",21,"1,819,700"
275,10/3/2015,46,"3,889,900",107,"8,542,800",57,"4,211,200",36,"3,742,400",74,"3,743,800",11,"866,300"
276,10/4/2015,5,"674,100",72,"7,638,900",47,"4,608,800",50,"2,928,700",80,"3,915,400",23,"1,467,200"
277,10/5/2015,18,"1,737,300",73,"6,866,700",34,"2,961,400",27,"2,455,800",20,"2,050,500",19,"1,816,000"
278,10/6/2015,30,"2,653,900",109,"21,196,700",33,"4,264,000",112,"7,634,200",54,"3,816,700",42,"2,399,600"
279,10/7/2015,34,"2,336,300",106,"9,368,000",62,"4,686,200",38,"3,759,100",26,"2,040,100",27,"2,168,600"
280,10/8/2015,20,"1,889,200",113,"9,657,800",41,"3,413,900",210,"12,073,960",32,"2,983,400",23,"2,192,200"
281,10/9/2015,35,"3,085,300",96,"8,642,500",43,"4,802,500",69,"2,871,000",42,"3,126,900",33,"2,705,800"
282,10/10/2015,27,"3,312,600",68,"6,127,300",42,"3,896,500",165,"6,773,300",40,"3,211,900",22,"1,664,100"
283,10/11/2015,1,"69,300",46,"5,192,200",47,"4,350,600",31,"2,472,100",30,"2,531,700",27,"2,330,600"
284,10/12/2015,30,"3,405,800",69,"7,537,500",30,"2,740,300",106,"7,550,000",20,"1,754,800",13,"809,300"
285,10/13/2015,41,"5,410,700",52,"4,524,100",44,"2,694,400",59,"1,650,200",41,"3,873,600",36,"3,671,000"
286,10/14/2015,44,"3,812,300",135,"16,592,500",99,"14,093,700",48,"5,771,800",18,"1,634,900",67,"9,922,600"
287,10/15/2015,35,"3,050,300",89,"9,124,200",46,"6,776,300",34,"1,802,700",45,"3,912,900",45,"4,442,500"
288,10/16/2015,18,"2,397,900",91,"7,929,700",53,"4,120,400",37,"3,434,400",51,"4,362,000",16,"1,667,900"
289,10/17/2015,36,"3,619,200",98,"8,728,800",55,"5,898,200",27,"3,979,400",64,"5,491,900",39,"3,002,700"
290,10/18/2015,5,"725,000",65,"8,138,800",51,"3,190,600",37,"6,452,200",39,"4,106,500",22,"2,090,100"
291,10/19/2015,16,"1,776,900",81,"6,710,900",53,"4,786,600",45,"2,528,900",29,"2,693,400",23,"1,902,900"
292,10/20/2015,14,"1,613,100",89,"15,013,140",54,"5,484,400",24,"5,559,700",38,"3,822,400",27,"2,520,700"
293,10/21/2015,20,"1,764,800",224,"25,285,700",62,"4,961,600",33,"3,008,100",27,"2,372,800",28,"2,785,900"
294,10/22/2015,18,"2,894,900",91,"10,284,540",58,"6,782,800",82,"10,739,100",25,"1,187,300",28,"2,526,500"
295,10/23/2015,15,"1,758,400",80,"9,102,460",40,"5,954,100",38,"3,611,300",39,"2,666,300",32,"2,999,500"
296,10/24/2015,12,"1,130,400",85,"8,807,100",72,"6,331,400",34,"3,590,500",46,"3,481,500",15,"1,060,600"
297,10/25/2015,6,"674,600",82,"11,793,100",31,"4,751,500",33,"3,052,900",31,"2,419,700",15,"921,600"
298,10/26/2015,33,"4,633,728",59,"6,524,400",29,"2,912,100",32,"2,700,300",29,"3,199,600",12,"1,121,400"
299,10/27/2015,26,"4,220,100",94,"10,189,200",27,"2,344,800",29,"2,610,700",17,"2,130,500",25,"2,151,900"
300,10/28/2015,21,"2,093,900",86,"8,132,700",32,"3,154,100",20,"1,760,400",47,"4,031,000",23,"2,039,800"
301,10/29/2015,14,"1,541,200",46,"5,834,100",37,"2,468,600",37,"2,974,500",29,"4,158,300",26,"2,962,500"
302,10/30/2015,15,"1,392,800",78,"8,874,300",39,"4,307,900",47,"6,895,900",26,"2,905,800",21,"2,435,100"
303,10/31/2015,27,"2,754,800",73,"10,079,100",36,"3,208,500",120,"7,491,200",35,"3,023,200",28,"2,390,100"
304,11/1/2015,14,"1,106,300",46,"10,401,900",31,"3,126,100",41,"4,326,800",31,"3,572,100",19,"1,049,300"
305,11/2/2015,19,"1,941,000",85,"7,199,300",20,"1,562,500",62,"3,131,100",18,"1,434,300",10,"813,800"
306,11/3/2015,35,"3,872,400",88,"10,281,900",49,"6,737,000",59,"4,519,800",40,"3,870,600",33,"2,458,000"
307,11/4/2015,25,"2,894,500",128,"19,246,800",118,"14,766,600",23,"3,524,200",33,"3,137,000",25,"3,350,000"
308,11/5/2015,14,"1,063,200",120,"16,048,100",76,"8,235,400",31,"3,600,800",27,"2,360,900",21,"1,908,400"
309,11/6/2015,17,"1,557,600",97,"11,222,500",47,"4,050,900",24,"1,636,600",40,"3,196,700",18,"1,654,600"
310,11/7/2015,15,"1,587,500",107,"12,412,700",67,"7,051,900",42,"5,204,300",17,"1,437,400",22,"1,252,100"
311,11/8/2015,2,"236,800",39,"5,227,300",22,"2,196,900",16,"1,775,000",23,"1,746,900",9,"683,100"
312,11/9/2015,11,"1,006,900",74,"8,589,700",35,"4,056,600",21,"1,236,300",31,"4,202,800",14,"2,078,900"
313,11/10/2015,41,"6,483,300",91,"15,793,100",48,"3,930,000",23,"3,033,900",32,"3,129,300",17,"1,543,400"
314,11/11/2015,23,"3,073,700",83,"10,288,100",34,"3,064,100",34,"4,298,830",22,"1,520,500",33,"5,900,300"
315,11/12/2015,19,"3,229,600",80,"11,138,500",27,"2,318,400",26,"4,543,900",40,"7,147,900",16,"1,033,100"
316,11/13/2015,35,"4,166,000",49,"4,301,600",45,"4,597,200",24,"2,863,800",23,"4,921,300",17,"1,564,900"
317,11/14/2015,27,"4,195,500",87,"10,312,200",45,"3,973,200",66,"4,255,000",52,"5,720,700",16,"935,500"
318,11/15/2015,6,"523,300",51,"5,823,900",26,"3,791,800",35,"3,123,900",31,"2,674,400",10,"1,664,500"
319,11/16/2015,14,"929,300",40,"4,416,500",33,"3,929,600",114,"6,951,400",23,"3,240,000",13,"1,850,400"
320,11/17/2015,21,"2,084,900",61,"8,005,800",38,"3,665,900",28,"2,890,800",52,"5,243,500",31,"4,406,700"
321,11/18/2015,15,"2,296,500",119,"17,402,500",44,"4,901,100",28,"2,021,800",30,"3,533,100",22,"2,229,700"
322,11/19/2015,22,"2,323,200",106,"9,425,600",30,"2,131,800",23,"2,254,800",37,"2,139,100",23,"1,712,700"
323,11/20/2015,26,"1,963,800",91,"20,389,400",60,"4,860,800",33,"5,611,200",26,"1,615,600",17,"1,225,700"
324,11/21/2015,16,"1,587,800",73,"13,633,600",32,"2,601,300",106,"8,774,400",24,"2,270,600",19,"1,417,100"
325,11/22/2015,1,"46,000",51,"7,172,700",17,"3,141,600",33,"4,056,100",19,"1,522,500",25,"2,569,900"
326,11/23/2015,19,"2,323,700",95,"11,176,800",28,"5,486,900",81,"5,183,820",15,"2,006,100",10,"991,500"
327,11/24/2015,9,"3,131,500",81,"9,833,900",32,"4,753,700",58,"3,617,500",28,"2,167,200",31,"4,436,600"
328,11/25/2015,16,"4,375,800",82,"6,796,700",46,"2,758,500",32,"1,758,200",19,"2,187,300",18,"1,942,900"
329,11/26/2015,28,"5,268,700",56,"9,434,100",34,"3,016,200",20,"1,626,400",20,"3,702,000",13,"1,536,300"
330,11/27/2015,13,"1,578,600",66,"9,274,200",47,"3,770,200",25,"3,697,100",25,"2,924,100",35,"3,795,300"
331,11/28/2015,30,"4,896,900",68,"9,413,700",25,"2,188,800",34,"3,276,300",26,"4,179,300",18,"1,877,500"
332,11/29/2015,6,"717,600",45,"6,793,300",35,"2,867,000",18,"1,626,100",21,"2,013,100",13,"1,111,600"
333,11/30/2015,19,"1,478,800",55,"5,835,500",36,"3,937,900",55,"8,000,200",38,"4,213,100",18,"4,954,900"
334,12/1/2015,19,"3,739,200",106,"27,608,400",55,"5,358,200",41,"5,059,500",42,"5,812,800",29,"2,967,300"
335,12/2/2015,28,"4,002,200",121,"17,039,500",61,"15,804,900",63,"9,272,600",16,"2,079,400",22,"2,603,800"
336,12/3/2015,6,"4,574,500",107,"17,932,500",31,"2,732,900",36,"3,523,000",16,"1,918,800",17,"1,669,700"
337,12/4/2015,16,"2,415,900",78,"8,530,900",34,"5,290,900",45,"6,059,100",23,"2,187,200",28,"1,950,300"
338,12/5/2015,23,"4,224,300",89,"14,628,400",43,"5,082,600",22,"4,293,900",13,"1,814,100",33,"4,195,300"
339,12/6/2015,7,"1,019,000",66,"10,550,100",36,"5,347,100",18,"3,081,700",17,"1,409,500",26,"1,993,600"
340,12/7/2015,23,"3,251,000",97,"16,643,800",20,"2,370,200",18,"2,464,500",9,"1,069,500",37,"2,538,300"
341,12/8/2015,15,"1,779,700",117,"14,249,000",38,"6,413,900",38,"7,402,100",21,"2,924,200",33,"3,262,600"
342,12/9/2015,14,"1,209,400",98,"11,911,600",49,"4,922,400",22,"1,343,700",20,"1,563,700",58,"6,948,800"
343,12/10/2015,25,"2,694,600",65,"13,554,800",21,"1,293,300",24,"2,347,900",17,"1,835,500",23,"1,860,900"
344,12/11/2015,24,"4,939,600",53,"8,232,700",23,"2,651,000",20,"1,801,800",28,"2,504,000",23,"13,576,000"
345,12/12/2015,24,"3,043,600",104,"14,093,700",53,"5,189,300",74,"7,271,200",52,"2,967,500",24,"5,425,700"
346,12/13/2015,2,"1,995,400",23,"2,483,600",39,"3,161,600",30,"4,570,700",16,"2,435,500",10,"969,500"
347,12/14/2015,10,"2,520,600",56,"6,573,200",26,"3,087,000",51,"4,467,900",20,"1,922,400",16,"1,459,500"
348,12/15/2015,13,"1,357,700",68,"7,685,400",27,"2,071,100",64,"5,166,150",34,"4,780,000",43,"5,667,100"
349,12/16/2015,28,"3,654,300",61,"9,873,700",68,"6,580,700",19,"2,348,300",33,"2,936,700",18,"1,881,300"
350,12/17/2015,8,"3,015,900",57,"15,197,200",27,"2,697,500",37,"2,765,800",16,"1,791,200",18,"2,431,200"
351,12/18/2015,23,"3,935,800",76,"11,497,100",38,"4,429,400",38,"2,846,900",18,"2,197,500",36,"3,405,700"
352,12/19/2015,13,"2,084,700",67,"9,824,300",35,"3,395,300",25,"3,500,300",35,"4,197,300",33,"3,049,700"
353,12/20/2015,8,"633,300",51,"9,616,600",38,"3,603,700",34,"2,887,800",15,"1,850,700",23,"1,932,200"
354,12/21/2015,19,"2,439,500",42,"3,845,300",19,"1,232,600",23,"8,396,700",7,"307,800",17,"3,215,700"
355,12/22/2015,19,"1,274,900",34,"5,536,300",13,"1,888,000",20,"6,132,100",13,"2,420,300",20,"1,677,400"
356,12/23/2015,14,"1,454,000",116,"23,286,400",46,"7,000,400",35,"5,372,400",13,"4,172,100",25,"2,631,700"
357,12/24/2015,22,"3,430,500",80,"8,089,300",33,"6,080,200",45,"5,516,100",24,"2,823,600",32,"2,641,000"
358,12/25/2015,25,"2,403,000",80,"18,799,400",33,"2,360,100",17,"3,366,000",13,"2,048,700",27,"4,229,100"
359,12/26/2015,14,"5,282,200",69,"12,428,900",47,"5,885,200",29,"1,912,900",25,"3,096,600",25,"1,712,400"
360,12/27/2015,0,0,29,"8,621,600",19,"2,503,400",21,"2,008,200",17,"3,359,900",17,"1,398,300"
361,12/28/2015,10,"1,193,900",60,"5,396,500",29,"3,077,500",22,"1,353,400",13,"2,627,300",21,"2,615,100"
362,12/29/2015,12,"2,403,400",70,"10,230,900",37,"2,937,000",8,"1,293,600",19,"2,777,500",28,"2,352,700"
363,12/30/2015,16,"1,217,700",44,"6,527,000",39,"4,274,500",13,"1,281,000",16,"2,361,700",12,"1,075,400"
364,12/31/2015,13,"1,117,500",57,"6,481,300",22,"1,898,400",30,"4,912,400",28,"2,890,800",27,"3,276,500"
365,1/1/2016,6,"834,500",30,"4,289,900",36,"2,135,300",14,"1,174,900",15,"1,395,500",11,"520,100"
366,1/2/2016,14,"1,473,200",53,"7,880,300",40,"2,264,700",16,"2,111,100",18,"1,463,900",15,"1,531,800"
367,1/3/2016,4,"355,600",42,"12,155,400",20,"1,213,000",11,"1,266,900",17,"2,284,900",12,"1,109,900"
368,1/4/2016,24,"2,520,000",62,"13,056,300",43,"5,245,900",20,"2,350,900",11,"1,384,700",14,"3,017,800"
369,1/5/2016,27,"2,237,000",62,"12,932,800",38,"4,203,600",15,"825,700",34,"4,661,800",20,"2,655,200"
370,1/6/2016,21,"3,631,200",57,"12,646,900",29,"5,938,400",21,"2,644,600",29,"2,094,900",29,"3,752,200"
371,1/7/2016,18,"1,594,700",99,"9,565,600",27,"3,868,600",7,"708,500",16,"1,299,500",18,"1,843,700"
372,1/8/2016,26,"11,076,600",87,"7,511,000",31,"2,899,800",10,"1,616,600",14,"1,697,900",69,"5,994,200"
373,1/9/2016,10,"1,701,100",66,"10,608,500",45,"5,235,300",21,"4,006,800",17,"1,725,300",36,"3,356,500"
374,1/10/2016,4,"184,400",33,"3,656,800",33,"2,770,700",12,"784,900",30,"2,697,100",29,"3,160,600"
375,1/11/2016,14,"1,601,900",73,"10,651,900",41,"4,072,200",16,"1,476,300",31,"2,576,200",30,"3,803,900"
376,1/12/2016,21,"2,880,100",81,"10,982,400",25,"4,808,900",20,"2,360,000",25,"1,720,700",35,"4,598,800"
377,1/13/2016,33,"5,088,800",55,"10,799,800",41,"3,792,400",26,"2,645,200",8,"658,500",30,"3,150,000"
378,1/14/2016,20,"1,725,600",63,"9,129,400",29,"2,797,000",34,"5,171,100",23,"2,130,800",49,"4,072,000"
379,1/15/2016,20,"3,202,700",58,"5,877,700",30,"3,380,400",33,"5,998,100",17,"2,079,000",55,"6,335,500"
380,1/16/2016,23,"3,303,800",78,"10,673,200",48,"3,666,900",44,"3,907,700",21,"1,645,800",35,"3,042,600"
381,1/17/2016,2,"111,500",39,"5,176,900",46,"6,056,100",13,"1,466,000",18,"1,994,100",41,"3,139,300"
382,1/18/2016,16,"2,473,600",63,"8,811,800",20,"2,316,500",28,"1,980,700",31,"2,191,600",23,"1,480,600"
383,1/19/2016,12,"1,942,800",46,"10,195,100",32,"2,514,900",15,"1,517,800",10,"1,112,500",21,"2,544,200"
384,1/20/2016,12,"3,056,700",77,"14,133,000",40,"11,124,400",11,"1,112,500",11,"977,300",22,"4,605,000"
385,1/21/2016,64,"2,962,700",101,"15,735,400",45,"6,098,600",10,"896,300",16,"916,500",21,"5,419,300"
386,1/22/2016,28,"2,140,800",57,"7,406,900",34,"4,149,900",29,"2,691,400",22,"1,971,900",40,"3,810,200"
387,1/23/2016,30,"2,834,900",79,"10,305,900",30,"2,746,500",78,"5,269,200",14,"1,432,600",26,"2,561,300"
388,1/24/2016,0,0,16,"3,965,300",25,"2,204,800",26,"975,700",3,"257,200",17,"1,232,400"
389,1/25/2016,22,"1,902,900",52,"6,514,800",28,"4,627,500",29,"2,625,700",11,"829,200",16,"1,283,000"
390,1/26/2016,9,"892,100",46,"4,137,400",28,"2,502,900",40,"4,418,600",24,"2,023,000",41,"3,894,800"
391,1/27/2016,9,"711,700",45,"7,697,700",36,"3,763,900",38,"5,205,400",30,"6,114,600",54,"4,101,200"
392,1/28/2016,26,"2,322,000",44,"5,409,500",34,"4,486,800",40,"5,169,200",23,"1,676,600",34,"2,645,300"
393,1/29/2016,18,"1,556,400",50,"5,323,500",23,"2,861,000",39,"4,876,100",12,"1,575,800",32,"2,676,900"
394,1/30/2016,28,"2,318,400",50,"9,320,100",36,"4,112,400",53,"5,013,400",69,"7,505,000",37,"3,617,500"
395,1/31/2016,5,"375,000",45,"7,585,700",56,"7,327,500",55,"6,121,200",34,"3,784,800",40,"3,656,800"
396,2/1/2016,24,"1,535,700",51,"8,644,500",20,"4,009,200",26,"3,242,700",21,"2,200,500",35,"5,915,900"
397,2/2/2016,12,"1,183,300",44,"9,507,200",18,"1,853,500",37,"3,761,800",27,"2,748,000",61,"4,947,300"
398,2/3/2016,23,"4,420,400",60,"11,546,950",39,"5,329,100",28,"3,951,200",17,"1,614,300",44,"3,996,200"
399,2/4/2016,10,"1,023,400",57,"6,354,000",19,"4,176,300",29,"3,349,900",20,"1,433,900",54,"4,116,000"
400,2/5/2016,18,"1,406,700",55,"8,531,800",13,"2,427,100",29,"2,685,200",20,"1,995,100",55,"4,154,600"
401,2/6/2016,6,"658,500",33,"5,307,100",37,"3,632,500",32,"2,410,500",27,"3,890,700",83,"7,541,000"
402,2/7/2016,0,0,21,"1,984,400",18,"1,619,600",18,"2,158,000",13,"1,267,600",35,"2,694,900"
403,2/8/2016,0,0,5,"853,200",4,"206,000",2,"256,000",4,"495,500",1,"39,000"
404,2/9/2016,1,"378,000",23,"2,437,400",7,"764,300",12,"1,385,200",20,"1,306,000",36,"2,635,600"
405,2/10/2016,22,"2,738,800",53,"7,738,600",20,"1,875,500",17,"1,522,900",24,"2,657,600",62,"4,131,000"
406,2/11/2016,18,"1,732,600",52,"6,884,400",23,"5,634,900",23,"2,778,300",10,"618,600",65,"8,004,980"
407,2/12/2016,6,"886,700",42,"10,278,800",31,"3,461,200",20,"2,257,900",25,"3,254,100",74,"7,651,600"
408,2/13/2016,14,"1,458,500",84,"10,046,490",42,"3,741,200",62,"5,429,500",29,"3,011,800",122,"10,258,200"
409,2/14/2016,1,"23,400",31,"2,957,400",24,"1,870,500",9,"1,380,700",29,"2,050,100",76,"6,694,200"
410,2/15/2016,18,"2,091,900",38,"5,875,700",18,"2,598,600",40,"4,130,700",15,"1,316,900",26,"3,039,900"
411,2/16/2016,9,"1,359,700",53,"8,047,700",45,"4,676,100",34,"3,288,700",28,"2,538,900",35,"3,351,608"
412,2/17/2016,33,"2,490,114",63,"10,330,200",59,"5,360,600",59,"4,617,300",21,"2,195,400",28,"3,652,000"
413,2/18/2016,26,"2,897,000",59,"8,501,000",53,"6,865,300",44,"5,596,200",20,"2,077,200",22,"4,492,100"
414,2/19/2016,18,"1,541,600",49,"8,569,600",24,"3,948,600",33,"2,362,200",47,"3,876,600",20,"2,267,900"
415,2/20/2016,25,"2,654,700",92,"9,782,200",50,"4,720,500",58,"3,261,400",29,"2,208,600",34,"2,334,600"
416,2/21/2016,8,"1,236,800",40,"10,589,400",41,"3,792,700",12,"1,343,400",22,"1,812,600",25,"1,877,900"
417,2/22/2016,24,"1,923,200",62,"10,243,500",25,"2,771,100",18,"1,120,300",11,"1,768,400",28,"5,023,000"
418,2/23/2016,22,"2,561,900",76,"10,139,800",60,"3,626,900",13,"1,627,300",33,"4,365,500",31,"6,275,100"
419,2/24/2016,14,"2,313,700",60,"7,749,700",53,"3,747,100",42,"4,446,400",52,"4,049,400",34,"2,668,800"
420,2/25/2016,20,"2,452,800",91,"6,631,300",50,"4,492,100",37,"3,160,700",18,"1,955,000",39,"3,614,900"
421,2/26/2016,31,"2,910,300",101,"8,577,500",21,"1,770,700",39,"4,921,200",25,"1,826,400",41,"3,446,400"
422,2/27/2016,31,"3,384,000",142,"16,292,100",33,"3,200,900",53,"4,202,000",45,"2,526,200",19,"1,275,000"
423,2/28/2016,8,"572,500",73,"7,484,300",31,"1,815,200",25,"2,185,200",28,"1,585,900",6,"631,200"
424,2/29/2016,11,"939,300",80,"8,392,040",58,"4,474,500",61,"6,530,380",43,"4,389,000",18,"1,622,300"
425,3/1/2016,10,"1,029,600",91,"14,341,100",86,"7,004,600",46,"5,436,700",23,"1,987,200",26,"3,414,600"
426,3/2/2016,33,"3,511,900",112,"9,657,700",38,"3,446,500",52,"2,663,500",15,"1,457,000",32,"2,850,600"
427,3/3/2016,19,"1,918,800",101,"12,140,700",41,"3,859,800",63,"12,312,100",20,"1,903,100",20,"2,186,400"
428,3/4/2016,15,"1,701,600",84,"7,189,200",35,"3,073,700",63,"5,685,900",21,"2,006,800",19,"1,900,300"
429,3/5/2016,24,"2,850,500",78,"12,371,400",33,"2,817,000",54,"4,350,700",17,"1,697,900",51,"4,552,600"
430,3/6/2016,11,"634,700",70,"10,333,000",46,"4,356,400",23,"1,792,800",25,"2,098,800",20,"1,792,200"
431,3/7/2016,30,"2,989,600",95,"10,308,800",31,"2,641,800",210,"12,452,620",17,"1,049,000",25,"2,159,200"
432,3/8/2016,6,"524,900",47,"4,693,500",36,"2,533,400",55,"5,478,800",37,"3,590,600",42,"2,966,000"
